Asks:
942.850	300
941.850	100
940.850	50
870.683	0.75
866.457	0.02
858.003	0.07
857.996	0.07
942.850	300
941.850	100
940.850	50
870.683	0.75
866.457	0.02
858.003	0.07
857.996	0.07

Bids:
0.07	801.502
0.02	793.365
0.15	789.296
50.2	718.062
100	717.062
150	716.060
0.07	801.502
0.02	793.365
0.15	789.296
50.2	718.062
100	717.062
150	716.060
0.07	801.502
0.02	793.365
0.15	789.296
50.2	718.062
100	717.062
150	716.060
